,tweets_id,retweet_count,likes_count
944,750086836815486976,491,2026
945,750071704093859840,3037,7257
946,750056684286914561,820,2955
947,750041628174217216,567,2969
948,750026558547456000,720,2533
949,750011400160841729,821,3015
950,749996283729883136,756,2836
951,749981277374128128,2278,4785
952,749774190421639168,1211,4355
953,749417653287129088,1517,5695
954,749403093750648834,492,2439
955,749395845976588288,3158,7968
956,749317047558017024,2050,5099
957,749075273010798592,1889,5374
958,749064354620928000,1408,4503
959,749036806121881602,731,2883
960,748977405889503236,3133,10034
961,748932637671223296,2062,5411
962,748705597323898880,879,2585
963,748699167502000129,1460,4419
964,748692773788876800,1229,3958
965,748575535303884801,1813,5641
966,748568946752774144,610,2048
967,748346686624440324,1122,4859
968,748337862848962560,3739,7071
969,748324050481647620,693,3460
970,748307329658011649,656,3449
971,748220828303695873,7121,13152
972,747963614829678593,1958,5389
973,747933425676525569,2359,6180
974,747885874273214464,882,2726
975,747844099428986880,677,2631
976,747816857231626240,1061,4506
977,747651430853525504,143,1275
978,747648653817413632,5337,11985
979,747600769478692864,523,2171
980,747594051852075008,950,3426
981,747512671126323200,1478,5137
982,747461612269887489,949,3597
983,747439450712596480,1753,5041
984,747242308580548608,2636,0
985,747219827526344708,1442,4898
986,747204161125646336,833,3126
987,747103485104099331,3629,8901
988,746906459439529985,271,2723
989,746872823977771008,1951,5583
990,746818907684614144,1596,4955
991,746790600704425984,1466,4527
992,746757706116112384,3560,8858
993,746726898085036033,1642,5642
994,746542875601690625,1747,4700
995,746521445350707200,901,0
996,746507379341139972,991,4346
997,746369468511756288,1490,5769
998,746131877086527488,2003,6400
999,746056683365994496,741,3326
1000,745789745784041472,965,3677
1001,745712589599014916,2131,6516
1002,745433870967832576,2312,6555
1003,745422732645535745,2207,7952
1004,745314880350101504,2484,6614
1005,745074613265149952,3188,7287
1006,745057283344719872,2056,6756
1007,744995568523612160,569,2751
1008,744971049620602880,2449,7309
1009,744709971296780288,1440,5233
1010,744334592493166593,1937,6341
1011,744234799360020481,70732,144883
1012,744223424764059648,327,1534
1013,743980027717509120,1005,3904
1014,743895849529389061,881,3408
1015,743835915802583040,1874,0
1016,743609206067040256,1270,4162
1017,743595368194129920,5967,16989
1018,743545585370791937,862,3284
1019,743510151680958465,3419,7418
1020,743253157753532416,1124,3935
1021,743222593470234624,1744,5736
1022,743210557239623680,1238,3560
1023,742534281772302336,3284,6571
1024,742528092657332225,1796,4112
1025,742465774154047488,3609,6762
1026,742423170473463808,3425,9110
1027,742385895052087300,1780,6293
1028,742161199639494656,1248,4009
1029,742150209887731712,1402,4722
1030,741793263812808706,1388,4222
1031,741743634094141440,2501,7556
1032,741438259667034112,748,3420
1033,741303864243200000,2923,8137
1034,741099773336379392,5030,9240
1035,741067306818797568,2818,8870
1036,740995100998766593,2476,5836
1037,740711788199743490,865,3151
1038,740699697422163968,710,2652
1039,740676976021798912,6222,16853
1040,740373189193256964,12142,32615
1041,740365076218183684,389,2251
1042,740359016048689152,798,3050
1043,740214038584557568,1790,6192
1044,739979191639244800,5387,18530
1045,739932936087216128,988,3762
1046,739844404073074688,791,3533
1047,739623569819336705,1241,3503
1048,739606147276148736,1495,4999
1049,739544079319588864,19284,36511
1050,739485634323156992,2644,6613
1051,739238157791694849,52900,107247
1052,738891149612572673,6,91
1053,738885046782832640,1045,3505
1054,738883359779196928,723,3051
1055,738537504001953792,1400,4707
1056,738402415918125056,744,3018
1057,738184450748633089,1108,3983
1058,738166403467907072,3042,8093
1059,738156290900254721,586,2290
1060,737826014890496000,1611,4840
1061,737800304142471168,3177,9282
1062,737678689543020544,1203,4639
1063,737445876994609152,4065,9467
1064,737322739594330112,736,3328
1065,737310737551491075,6760,13551
1066,736736130620620800,1543,3892
1067,736392552031657984,6670,16368
1068,736365877722001409,1116,3683
1069,736225175608430592,2551,7502
1070,736010884653420544,2710,7263
1071,735991953473572864,1037,3301
1072,735648611367784448,1016,3734
1073,735635087207878657,2146,5672
1074,735274964362878976,4553,12051
1075,735256018284875776,803,3072
1076,735137028879360001,885,2885
1077,734912297295085568,472,2550
1078,734787690684657664,5766,11580
1079,734776360183431168,489,2333
1080,734559631394082816,355,1377
1081,733828123016450049,718,3308
1082,733822306246479872,932,3388
1083,733482008106668032,854,2884
1084,733460102733135873,1140,3875
1085,733109485275860992,15542,49400
1086,732732193018155009,483,2232
1087,732726085725589504,800,3297
1088,732585889486888962,713,3369
1089,732375214819057664,2286,7442
1090,732005617171337216,4881,13718
1091,731285275100512256,903,3225
1092,731156023742988288,1144,3554
1093,730924654643314689,1791,5652
1094,730573383004487680,1918,4475
1095,730427201120833536,941,3208
1096,730211855403241472,959,3506
1097,730196704625098752,1710,4452
1098,729854734790754305,1018,3721
1099,729838605770891264,339,1604
1100,729823566028484608,1127,3663
1101,729463711119904772,2099,5326
1102,729113531270991872,288,1742
1103,728986383096946689,742,2893
1104,728760639972315136,1547,4303
1105,728751179681943552,617,2553
1106,728653952833728512,949,3068
1107,728409960103686147,1827,4511
1108,728387165835677696,879,3429
1109,728046963732717569,1086,3951
1110,728035342121635841,1515,4168
1111,728015554473250816,992,3796
1112,727685679342333952,576,2735
1113,727644517743104000,1591,5402
1114,727524757080539137,1088,4121
1115,727314416056803329,673,3072
1116,727286334147182592,747,2834
1117,727175381690781696,1247,3603
1118,727155742655025152,1202,3338
1119,726935089318363137,2210,6318
1120,726887082820554753,1371,3535
1121,726828223124897792,920,3309
1122,726224900189511680,1044,4089
1123,725842289046749185,2424,6532
1124,725786712245440512,1248,3854
1125,725729321944506368,1609,4806
1126,725458796924002305,557,1307
1127,724983749226668032,1171,3450
1128,724771698126512129,568,2162
1129,724405726123311104,1515,4880
1130,724049859469295616,1623,3987
1131,724046343203856385,513,2458
1132,724004602748780546,1395,3840
1133,723912936180330496,1128,3599
1134,723688335806480385,2647,7055
1135,723673163800948736,816,2795
1136,723179728551723008,1692,4874
1137,722974582966214656,1443,3776
1138,722613351520608256,1496,4594
1139,721503162398597120,1649,4237
1140,721001180231503872,551,2350
1141,720785406564900865,700,2864
1142,720775346191278080,570,2260
1143,720415127506415616,1366,3804
1144,720389942216527872,2270,5884
1145,720340705894408192,881,2630
1146,720059472081784833,1021,3565
1147,720043174954147842,1820,4585
1148,719991154352222208,1600,4490
1149,719704490224398336,1302,4188
1150,719551379208073216,1717,4656
1151,719367763014393856,692,2604
1152,719339463458033665,1122,4112
1153,719332531645071360,860,3184
1154,718971898235854848,986,3216
1155,718939241951195136,1587,4813
1156,718631497683582976,7251,17387
1157,718613305783398402,430,2263
1158,718540630683709445,927,2245
1159,718460005985447936,479,2513
1160,718454725339934721,1384,4515
1161,718246886998687744,448,1766
1162,718234618122661888,915,3574
1163,717841801130979328,545,2278
1164,717790033953034240,990,2637
1165,717537687239008257,1667,5332
1166,717428917016076293,408,1478
1167,717421804990701568,760,2899
1168,717047459982213120,1744,5816
1169,717009362452090881,872,2989
1170,716802964044845056,1051,3973
1171,716791146589110272,1459,7753
1172,716730379797970944,397,1137
1173,716447146686459905,5325,12040
1174,716439118184652801,191,2202
1175,716285507865542656,969,2562
1176,716080869887381504,1712,6266
1177,715928423106027520,796,2941
1178,715758151270801409,1292,3427
1179,715733265223708672,1536,4298
1180,715704790270025728,515,2567
1181,715696743237730304,1170,3619
1182,715680795826982913,1447,3980
1183,715360349751484417,1414,5049
1184,715342466308784130,627,2801
1185,715220193576927233,591,2219
1186,715200624753819648,1689,4764
1187,715009755312439296,1107,3825
1188,714982300363173890,937,3439
1189,714962719905021952,3847,6762
1190,714957620017307648,1284,3824
1191,714631576617938945,900,3021
1192,714606013974974464,834,3352
1193,714485234495041536,1013,2462
1194,714258258790387713,672,2828
1195,714251586676113411,762,3033
1196,714214115368108032,802,2118
1197,714141408463036416,1285,4011
1198,713919462244790272,724,3051
1199,713909862279876608,486,1754
1200,713900603437621249,665,2628
1201,713761197720473600,1244,4475
1202,713411074226274305,1190,4104
1203,713177543487135744,2600,6664
1204,713175907180089344,1336,4099
1205,712809025985978368,6103,17590
1206,712717840512598017,4520,11351
1207,712668654853337088,1102,3836
1208,712438159032893441,1422,4917
1209,712309440758808576,24,222
1210,712097430750289920,938,3471
1211,712092745624633345,814,2716
1212,712085617388212225,438,3021
1213,712065007010385924,570,2080
1214,711998809858043904,122,0
1215,711968124745228288,2097,7430
1216,711743778164514816,912,2624
1217,711732680602345472,3702,8109
1218,711694788429553666,16666,30334
1219,711652651650457602,822,3558
1220,711363825979756544,1020,3333
1221,711306686208872448,680,3060
1222,711008018775851008,560,2749
1223,710997087345876993,1267,4226
1224,710844581445812225,614,2357
1225,710833117892898816,476,2477
1226,710658690886586372,515,2144
1227,710609963652087808,2162,4443
1228,710588934686908417,1701,4189
1229,710296729921429505,672,2207
1230,710283270106132480,481,2001
1231,710272297844797440,1145,4156
1232,710269109699739648,1019,2203
1233,710153181850935296,814,2688
1234,710140971284037632,807,2526
1235,710117014656950272,1785,5040
1236,709918798883774466,996,3234
1237,709901256215666688,92,608
1238,709852847387627521,1092,3245
1239,709566166965075968,1077,3261
1240,709556954897764353,975,3030
1241,709519240576036864,219,1388
1242,709449600415961088,520,2029
1243,709409458133323776,617,2432
1244,709225125749587968,522,2216
1245,709207347839836162,5196,11447
1246,709198395643068416,591,2272
1247,709179584944730112,611,1859
1248,709158332880297985,367,1883
1249,709042156699303936,1483,4349
1250,708853462201716736,595,1671
1251,708845821941387268,806,2745
1252,708834316713893888,452,1557
1253,708810915978854401,6270,15258
1254,708738143638450176,742,2549
1255,708711088997666817,641,2345
1256,708479650088034305,619,2347
1257,708469915515297792,733,2858
1258,708400866336894977,9095,14707
1259,708356463048204288,1201,3308
1260,708349470027751425,677,2193
1261,708149363256774660,1415,3997
1262,708130923141795840,786,3106
1263,708119489313951744,899,2490
1264,708109389455101952,502,1806
1265,708026248782585858,1754,4076
1266,707995814724026368,1017,2880
1267,707983188426153984,2,45
1268,707969809498152960,870,2493
1269,707776935007539200,874,3014
1270,707741517457260545,558,2295
1271,707738799544082433,2208,3745
1272,707693576495472641,919,3132
1273,707629649552134146,788,2361
1274,707610948723478529,5741,15639
1275,707420581654872064,635,2076
1276,707411934438625280,546,2120
1277,707387676719185920,1151,3224
1278,707377100785885184,977,3020
1279,707315916783140866,580,2288
1280,707297311098011648,712,2586
1281,707059547140169728,619,2405
1282,707038192327901184,720,2020
1283,707021089608753152,1227,3743
1284,707014260413456384,545,2122
1285,706904523814649856,7130,13461
1286,706901761596989440,528,1892
1287,706681918348251136,896,3033
1288,706644897839910912,990,2357
1289,706593038911545345,582,1992
1290,706538006853918722,1298,3201
1291,706516534877929472,932,2879
1292,706346369204748288,844,3183
1293,706310011488698368,7157,19579
1294,706291001778950144,439,1571
1295,706265994973601792,852,2528
1296,706169069255446529,2004,3601
1297,706166467411222528,1459,4743
1298,706153300320784384,346,1365
1299,705975130514706432,666,2870
1300,705970349788291072,799,2934
1301,705898680587526145,496,2193
1302,705786532653883392,468,1799
1303,705591895322394625,1035,2922
1304,705475953783398401,832,2752
1305,705442520700944385,1465,4078
1306,705428427625635840,1526,3525
1307,705239209544720384,679,2779
1308,705223444686888960,716,2385
1309,705102439679201280,475,1968
1310,705066031337840642,556,2019
1311,704871453724954624,1018,3969
1312,704859558691414016,477,2076
1313,704847917308362754,1370,4711
1314,704819833553219584,901,2449
1315,704761120771465216,2636,6150
1316,704499785726889984,908,2669
1317,704491224099647488,71,690
1318,704480331685040129,981,3154
1319,704364645503647744,3237,7360
1320,704347321748819968,314,1449
1321,704134088924532736,413,1390
1322,704113298707505153,520,1718
1323,704054845121142784,844,2697
1324,703774238772166656,405,1711
1325,703769065844768768,1025,3024
1326,703631701117943808,602,2370
1327,703611486317502464,1385,3552
1328,703425003149250560,1225,3510
1329,703407252292673536,624,2262
1330,703382836347330562,1035,3229
1331,703356393781329922,346,1771
1332,703268521220972544,495,1828
1333,703079050210877440,2809,6832
1334,703041949650034688,11345,24385
1335,702932127499816960,654,2376
1336,702899151802126337,413,1486
1337,702684942141153280,965,2993
1338,702671118226825216,509,2021
1339,702598099714314240,3143,11355
1340,702539513671897089,874,2655
1341,702332542343577600,1387,2941
1342,702321140488925184,956,3035
1343,702276748847800320,695,2286
1344,702217446468493312,1229,4402
1345,701981390485725185,893,3167
1346,701952816642965504,932,3547
1347,701889187134500865,1258,3257
1348,701805642395348998,1512,3128
1349,701601587219795968,416,1931
1350,701570477911896070,841,2585
1351,701545186879471618,551,2460
1352,701214700881756160,4643,11300
1353,700890391244103680,511,2048
1354,700864154249383937,558,2404
1355,700847567345688576,452,2284
1356,700796979434098688,863,2262
1357,700747788515020802,8464,21064
1358,700518061187723268,723,2400
1359,700505138482569216,523,2114
1360,700462010979500032,1626,3789
1361,700167517596164096,656,2437
1362,700151421916807169,611,2062
1363,700143752053182464,2443,6941
1364,700062718104104960,614,2454
1365,700029284593901568,532,1922
1366,700002074055016451,1206,3038
1367,699801817392291840,851,2783
1368,699788877217865730,470,2067
1369,699779630832685056,1111,2513
1370,699775878809702401,541,1813
1371,699691744225525762,4167,9491
1372,699446877801091073,2401,5521
1373,699434518667751424,468,2035
1374,699423671849451520,290,1252
1375,699413908797464576,572,1934
1376,699370870310113280,395,1757
1377,699323444782047232,784,2913
1378,699088579889332224,566,2091
1379,699079609774645248,576,2263
1380,699072405256409088,1081,2725
1381,699060279947165696,1627,3441
1382,699036661657767936,1094,2408
1383,698989035503689728,879,3087
1384,698953797952008193,832,2493
1385,698907974262222848,556,2346
1386,698710712454139905,620,2278
1387,698703483621523456,337,1332
1388,698635131305795584,315,1198
1389,698549713696649216,561,2152
1390,698355670425473025,397,1707
1391,698342080612007937,873,2081
1392,698262614669991936,1800,4413
1393,698195409219559425,5461,15552
1394,698178924120031232,678,2598
1395,697995514407682048,307,1417
1396,697990423684476929,1174,3020
1397,697943111201378304,618,2210
1398,697881462549430272,1058,2789
1399,697630435728322560,498,1604
1400,697616773278015490,925,2900
1401,697596423848730625,1135,2791
1402,697575480820686848,455,1895
1403,697516214579523584,996,1881
1404,697482927769255936,603,2246
1405,697463031882764288,1276,3178
1406,697270446429966336,1719,4354
1407,697259378236399616,908,3050
1408,697255105972801536,1058,2855
1409,697242256848379904,618,2334
1410,696900204696625153,941,2923
1411,696894894812565505,621,2177
1412,696886256886657024,1631,4456
1413,696877980375769088,642,2266
1414,696754882863349760,329,1375
1415,696744641916489729,838,1900
1416,696713835009417216,588,2183
1417,696518437233913856,1573,3645
1418,696490539101908992,127,1136
1419,696488710901260288,930,2320
1420,696405997980676096,1054,2933
1421,696100768806522880,588,1782
1422,695816827381944320,1056,2767
1423,695794761660297217,709,2922
1424,695767669421768709,666,1713
1425,695629776980148225,1900,4210
1426,695446424020918272,1657,4102
1427,695409464418041856,3258,8012
1428,695314793360662529,1303,3345
1429,695095422348574720,552,2467
1430,695074328191332352,998,2619
1431,695064344191721472,530,1481
1432,695051054296211456,718,2441
1433,694925794720792577,823,2503
1434,694905863685980160,840,2542
1435,694669722378485760,13111,33091
1436,694356675654983680,251,1390
1437,694352839993344000,544,1885
1438,694342028726001664,432,1464
1439,694329668942569472,451,1827
1440,694206574471057408,1860,3826
1441,694183373896572928,844,2714
1442,694001791655137281,926,3148
1443,693993230313091072,360,1740
1444,693942351086120961,331,1627
1445,693647888581312512,523,2482
1446,693644216740769793,115,1268
1447,693642232151285760,378,2362
1448,693629975228977152,723,2265
1449,693622659251335168,338,1423
1450,693590843962331137,1784,4671
1451,693582294167244802,223,1523
1452,693486665285931008,572,1632
1453,693280720173801472,1126,3095
1454,693267061318012928,735,2204
1455,693262851218264065,452,2051
1456,693231807727280129,673,2661
1457,693155686491000832,2906,7275
1458,693109034023534592,552,1570
1459,693095443459342336,406,1707
1460,692919143163629568,700,2508
1461,692905862751522816,791,2243
1462,692901601640583168,540,1620
1463,692894228850999298,718,2089
1464,692828166163931137,799,2664
1465,692752401762250755,3311,6295
1466,692568918515392513,1397,4040
1467,692535307825213440,1238,2910
1468,692530551048294401,370,1708
1469,692423280028966913,198,1369
1470,692417313023332352,3145,8676
1471,692187005137076224,750,2342
1472,692158366030913536,721,1977
1473,692142790915014657,355,1515
1474,692041934689402880,1134,3131
1475,692017291282812928,873,2678
1476,691820333922455552,1499,3663
1477,691793053716221953,3838,7506
1478,691756958957883396,889,2609
1479,691675652215414786,461,1801
1480,691483041324204033,502,2206
1481,691459709405118465,1028,3738
1482,691444869282295808,754,2441
1483,691416866452082688,6931,17894
1484,691321916024623104,602,2392
1485,691096613310316544,797,2768
1486,691090071332753408,307,1606
1487,690989312272396288,2620,5455
1488,690959652130045952,1119,3324
1489,690938899477221376,1756,3781
1490,690932576555528194,911,3033
1491,690735892932222976,1158,3507
1492,690728923253055490,469,2009
1493,690690673629138944,751,2157
1494,690649993829576704,250,1203
1495,690607260360429569,14,279
1496,690597161306841088,548,1787
1497,690400367696297985,406,1746
1498,690374419777196032,764,2978
1499,690360449368465409,796,2454
1500,690348396616552449,464,1374
1501,690248561355657216,370,1544
1502,690021994562220032,925,2587
1503,690015576308211712,663,2311
1504,690005060500217858,1539,3391
1505,689999384604450816,329,1308
1506,689993469801164801,409,1349
1507,689977555533848577,410,1271
1508,689905486972461056,624,2263
1509,689877686181715968,1045,2807
1510,689835978131935233,689,2023
1511,689661964914655233,852,3003
1512,689659372465688576,3487,9547
1513,689623661272240129,581,2045
1514,689599056876867584,5029,10792
1515,689557536375177216,405,1906
1516,689517482558820352,1300,3135
1517,689289219123089408,851,2074
1518,689283819090870273,1005,3025
1519,689280876073582592,642,1831
1520,689275259254616065,225,1055
1521,689255633275777024,978,2358
1522,689154315265683456,899,2862
1523,689143371370250240,457,1869
1524,688916208532455424,773,2502
1525,688908934925697024,708,1945
1526,688898160958271489,711,1931
1527,688894073864884227,622,2062
1528,688828561667567616,326,1281
1529,688804835492233216,170,890
1530,688789766343622656,604,2061
1531,688547210804498433,627,2405
1532,688519176466644993,661,2155
1533,688385280030670848,4086,8570
1534,688211956440801280,761,2082
1535,688179443353796608,532,1981
1536,688116655151435777,700,2619
1537,688064179421470721,324,1601
1538,687841446767013888,2256,5033
1539,687826841265172480,1013,2527
1540,687818504314159109,866,2283
1541,687807801670897665,660,2203
1542,687732144991551489,598,1625
1543,687704180304273409,767,2245
1544,687664829264453632,471,1807
1545,687494652870668288,530,1763
1546,687480748861947905,222,1477
1547,687476254459715584,483,1832
1548,687460506001633280,492,1909
1549,687399393394311168,555,1752
1550,687317306314240000,8359,18680
1551,687312378585812992,1736,4020
1552,687127927494963200,2057,4980
1553,687124485711986689,462,2021
1554,687109925361856513,2239,5373
1555,687102708889812993,873,2171
1556,687096057537363968,552,2082
1557,686947101016735744,2905,8002
1558,686760001961103360,1258,3244
1559,686749460672679938,1321,3206
1560,686730991906516992,1094,3814
1561,686683045143953408,735,2614
1562,686618349602762752,1240,3417
1563,686606069955735556,492,1754
1564,686394059078897668,633,1600
1565,686386521809772549,792,3015
1566,686377065986265092,515,2053
1567,686358356425093120,602,2001
1568,686286779679375361,1527,3729
1569,686050296934563840,664,2066
1570,686035780142297088,104,1062
1571,686034024800862208,1038,2851
1572,686007916130873345,366,2285
1573,686003207160610816,563,1684
1574,685973236358713344,477,1941
1575,685943807276412928,536,1499
1576,685906723014619143,2596,6911
1577,685681090388975616,110,1888
1578,685667379192414208,511,2186
1579,685663452032069632,1335,2978
1580,685641971164143616,700,2697
1581,685547936038666240,14155,30424
1582,685532292383666176,1047,2814
1583,685325112850124800,3590,8688
1584,685321586178670592,580,2451
1585,685315239903100929,945,3035
1586,685307451701334016,397,1929
1587,685268753634967552,1078,2844
1588,685198997565345792,589,2143
1589,685169283572338688,1281,3788
1590,684969860808454144,328,2218
1591,684959798585110529,2816,6299
1592,684940049151070208,947,2964
1593,684926975086034944,417,3226
1594,684914660081053696,1326,3225
1595,684902183876321280,467,1718
1596,684880619965411328,728,1924
1597,684830982659280897,19725,32373
1598,684800227459624960,906,2517
1599,684594889858887680,3171,8196
1600,684588130326986752,1282,3815
1601,684567543613382656,1107,2761
1602,684538444857667585,856,2439
1603,684481074559381504,1071,3573
1604,684460069371654144,503,1821
1605,684241637099323392,2954,7496
1606,684225744407494656,184,1149
1607,684222868335505415,1241,3522
1608,684200372118904832,945,1987
1609,684195085588783105,457,1765
1610,684188786104872960,1054,3226
1611,684177701129875456,594,1867
1612,684147889187209216,1376,2747
1613,684122891630342144,426,1861
1614,684097758874210310,1299,3802
1615,683857920510050305,1021,3528
1616,683852578183077888,316,1797
1617,683849932751646720,856,2418
1618,683834909291606017,1024,2418
1619,683828599284170753,973,2590
1620,683773439333797890,1221,3077
1621,683742671509258241,3011,5985
1622,683515932363329536,2619,6800
1623,683498322573824003,874,2935
1624,683481228088049664,904,2452
1625,683462770029932544,620,2242
1626,683449695444799489,1459,3584
1627,683391852557561860,2181,7056
1628,683357973142474752,825,2672
1629,683142553609318400,938,2649
1630,683111407806746624,818,3148
1631,683098815881154561,589,2001
1632,683078886620553216,520,1860
1633,683030066213818368,671,2002
1634,682962037429899265,14904,33840
1635,682808988178739200,155,1631
1636,682788441537560576,1019,2286
1637,682750546109968385,398,1407
1638,682697186228989953,332,1217
1639,682662431982772225,988,2820
1640,682638830361513985,535,1912
1641,682429480204398592,1046,3186
1642,682406705142087680,1589,6974
1643,682393905736888321,598,2076
1644,682389078323662849,424,1543
1645,682303737705140231,886,2827
1646,682259524040966145,1079,3815
1647,682242692827447297,1040,2972
1648,682088079302213632,8908,16817
1649,682059653698686977,1532,4543
1650,682047327939461121,849,2951
1651,682032003584274432,1797,6069
1652,682003177596559360,1371,2874
1653,681981167097122816,922,2600
1654,681891461017812993,746,2276
1655,681694085539872773,3697,11829
1656,681679526984871937,400,1629
1657,681654059175129088,820,2427
1658,681610798867845120,419,1734
1659,681579835668455424,1179,3258
1660,681523177663676416,5216,13193
1661,681340665377193984,245,1519
1662,681339448655802368,3708,8565
1663,681320187870711809,672,2415
1664,681302363064414209,1625,3603
1665,681297372102656000,857,2959
1666,681281657291280384,997,2965
1667,681261549936340994,236,1335
1668,681242418453299201,470,1359
1669,681231109724700672,441,2243
1670,681193455364796417,1340,3422
1671,680970795137544192,586,2215
1672,680959110691590145,1825,4225
1673,680940246314430465,937,2926
1674,680934982542561280,394,1921
1675,680913438424612864,563,2211
1676,680889648562991104,326,1613
1677,680836378243002368,1185,3191
1678,680805554198020098,607,1981
1679,680801747103793152,742,2190
1680,680798457301471234,939,2611
1681,680609293079592961,628,2414
1682,680583894916304897,1192,3311
1683,680497766108381184,1736,3892
1684,680494726643068929,440,1575
1685,680473011644985345,674,2345
1686,680440374763077632,443,1329
1687,680221482581123072,262,1363
1688,680206703334408192,1050,2592
1689,680191257256136705,441,1982
1690,680176173301628928,1399,3567
1691,680161097740095489,672,2143
1692,680145970311643136,1563,3314
1693,680130881361686529,857,2118
1694,680115823365742593,830,2498
1695,680100725817409536,1253,3305
1696,680085611152338944,8156,11763
1697,680070545539371008,776,2388
1698,679877062409191424,581,1799
1699,679872969355714560,598,2013
1700,679862121895714818,557,2253
1701,679854723806179328,1102,2616
1702,679844490799091713,687,2186
1703,679828447187857408,12608,33198
1704,679777920601223168,998,2856
1705,679736210798047232,718,1915
1706,679729593985699840,749,1994
1707,679722016581222400,426,1539
1708,679530280114372609,1887,4374
1709,679527802031484928,653,2429
1710,679511351870550016,1148,3076
1711,679503373272485890,1338,2920
1712,679475951516934144,585,1927
1713,679462823135686656,17034,29436
1714,679405845277462528,1074,2167
1715,679158373988876288,7250,19457
1716,679148763231985668,927,2558
1717,679132435750195208,1036,2710
1718,679111216690831360,2315,5441
1719,679062614270468097,7215,15497
1720,679047485189439488,587,2057
1721,679001094530465792,1096,2600
1722,678991772295516161,1017,2071
1723,678969228704284672,409,1498
1724,678800283649069056,821,2357
1725,678798276842360832,1030,3168
1726,678774928607469569,821,2576
1727,678767140346941444,1229,3225
1728,678764513869611008,416,1484
1729,678755239630127104,2936,6493
1730,678740035362037760,1490,3403
1731,678708137298427904,2192,5134
1732,678675843183484930,1321,2607
1733,678643457146150913,360,1882
1734,678446151570427904,1372,3657
1735,678424312106393600,2281,5006
1736,678410210315247616,1610,3829
1737,678399652199309312,28598,73530
1738,678396796259975168,375,1459
1739,678389028614488064,383,1715
1740,678380236862578688,823,2244
1741,678341075375947776,473,1576
1742,678334497360859136,224,1184
1743,678278586130948096,5498,10423
1744,678255464182861824,328,1453
1745,678023323247357953,341,1743
1746,678021115718029313,5641,12389
1747,677961670166224897,1525,3145
1748,677918531514703872,364,1220
1749,677895101218201600,1845,4399
1750,677716515794329600,877,2785
1751,677700003327029250,1292,3116
1752,677698403548192770,286,1117
1753,677687604918272002,756,2263
1754,677673981332312066,1351,3035
1755,677662372920729601,843,1777
1756,677644091929329666,727,1711
1757,677573743309385728,600,1939
1758,677565715327688705,411,1190
1759,677557565589463040,1017,2223
1760,677547928504967168,3299,6330
1761,677530072887205888,204,968
1762,677335745548390400,1551,2760
1763,677334615166730240,253,1228
1764,677331501395156992,209,987
1765,677328882937298944,1345,3338
1766,677314812125323265,471,1500
1767,677301033169788928,354,1112
1768,677269281705472000,636,1799
1769,677228873407442944,1468,3211
1770,677187300187611136,814,2485
1771,676975532580409345,952,2528
1772,676957860086095872,720,2029
1773,676949632774234114,348,1188
1774,676948236477857792,776,1958
1775,676946864479084545,327,1576
1776,676942428000112642,668,1878
1777,676936541936185344,4435,11630
1778,676916996760600576,1618,2697
1779,676897532954456065,649,2051
1780,676864501615042560,628,1903
1781,676821958043033607,13805,20746
1782,676819651066732545,602,1656
1783,676811746707918848,379,1306
1784,676776431406465024,1805,4532
1785,676617503762681856,855,2615
1786,676613908052996102,177,986
1787,676606785097199616,387,1724
1788,676603393314578432,341,1042
1789,676593408224403456,1892,4140
1790,676590572941893632,110,840
1791,676588346097852417,701,2086
1792,676582956622721024,252,1082
1793,676575501977128964,990,2334
1794,676533798876651520,490,1700
1795,676496375194980353,471,1374
1796,676470639084101634,4183,10600
1797,676440007570247681,590,1565
1798,676430933382295552,302,1264
1799,676263575653122048,484,1894
1800,676237365392908289,251,1091
1801,676219687039057920,27800,70978
1802,676215927814406144,516,1573
1803,676191832485810177,919,2059
1804,676146341966438401,592,1755
1805,676121918416756736,1028,1967
1806,676101918813499392,1051,2585
1807,676098748976615425,1251,2682
1808,676089483918516224,392,1182
1809,675898130735476737,505,1448
1810,675891555769696257,765,1925
1811,675888385639251968,841,2118
1812,675878199931371520,1243,3783
1813,675870721063669760,500,1469
1814,675853064436391936,1136,2427
1815,675849018447167488,123,866
1816,675845657354215424,780,2049
1817,675822767435051008,475,1382
1818,675820929667219457,208,956
1819,675798442703122432,3047,9325
1820,675781562965868544,420,1459
1821,675740360753160193,296,1062
1822,675710890956750848,722,1695
1823,675707330206547968,600,1786
1824,675706639471788032,86,582
1825,675534494439489536,363,1664
1826,675531475945709568,332,1069
1827,675522403582218240,248,942
1828,675517828909424640,407,1151
1829,675501075957489664,5227,15568
1830,675497103322386432,1137,2825
1831,675489971617296384,528,1156
1832,675483430902214656,855,1666
1833,675432746517426176,503,1361
1834,675372240448454658,458,1531
1835,675362609739206656,196,943
1836,675354435921575936,14906,29500
1837,675349384339542016,2001,3536
1838,675334060156301312,1134,2492
1839,675166823650848770,1387,3178
1840,675153376133427200,2266,5604
1841,675149409102012420,1501,3355
1842,675147105808306176,200,842
1843,675146535592706048,257,1055
1844,675145476954566656,783,1918
1845,675135153782571009,413,1165
1846,675113801096802304,689,1739
1847,675111688094527488,214,867
1848,675109292475830276,1000,2522
1849,675047298674663426,275,929
1850,675015141583413248,1048,2425
1851,675006312288268288,201,876
1852,675003128568291329,406,1394
1853,674999807681908736,957,1996
1854,674805413498527744,318,764
1855,674800520222154752,749,2705
